1696237915141:g0x;g0y;g0z;a0y;a0p;a0r:g1x;g1y;g1z;a1y;a1p;a1r:g2x;g2y;g2z;a2y;a2p;a2r:g3x;g3y;g3z;a3y;a3p;a3r:g4x;g4y;g4z;a4y;a4p;a4r:g5x;g5y;g5z;a5y;a5p;a5r
31429:-320.00;-10.00;23.00;0.76;1.04;0.05:67.00;-556.00;-277.00;0.12;-0.24;0.82:69.00;-326.00;-65.00;0.06;-0.37;0.65:0.00;-175.00;104.00;0.19;-0.36;0.77:144.00;77.00;145.00;0.07;-0.51;0.66:-105.00;172.00;-129.00;-0.04;0.10;0.23:
31479:-84.00;-17.00;-7.00;0.77;1.04;0.07:-68.00;186.00;97.00;0.12;-0.24;0.82:-71.00;245.00;227.00;0.06;-0.37;0.65:-91.00;-658.00;-527.00;0.19;-0.35;0.79:150.00;139.00;-49.00;0.03;-0.50;0.64:-178.00;307.00;-259.00;-0.04;0.10;0.22:
31529:-645.00;-145.00;-323.00;0.77;1.04;0.08:340.00;-953.00;-599.00;0.11;-0.24;0.82:516.00;-886.00;-686.00;0.06;-0.38;0.67:-493.00;-570.00;-515.00;0.22;-0.37;0.88:430.00;-333.00;-502.00;0.00;-0.49;0.63:24.00;-99.00;-129.00;-0.05;0.12;0.20:
31579:354.00;107.00;211.00;0.79;1.04;0.12:-545.00;2184.00;1393.00;0.11;-0.24;0.84:-809.00;1754.00;1206.00;0.06;-0.39;0.69:-792.00;1788.00;928.00;0.23;-0.37;0.88:-639.00;946.00;552.00;-0.01;-0.50;0.62:244.00;-532.00;211.00;-0.05;0.12;0.21:
31630:-360.00;327.00;-139.00;0.76;1.04;0.09:-169.00;297.00;-266.00;0.11;-0.24;0.83:-491.00;529.00;86.00;0.06;-0.38;0.68:-343.00;243.00;-307.00;0.21;-0.36;0.84:-33.00;-94.00;-440.00;-0.02;-0.50;0.59:38.00;5.00;-205.00;-0.05;0.10;0.23:
31680:-351.00;69.00;-118.00;0.76;1.05;0.06:55.00;-363.00;-237.00;0.12;-0.24;0.82:61.00;-267.00;-182.00;0.06;-0.36;0.67:138.00;-363.00;-300.00;0.22;-0.35;0.84:283.00;-114.00;-135.00;-0.00;-0.51;0.59:-196.00;217.00;-201.00;-0.04;0.09;0.24:
31720:-55.00;-136.00;-155.00;0.75;1.05;0.03:377.00;-20.00;190.00;0.12;-0.24;0.83:271.00;144.00;292.00;0.06;-0.36;0.68:218.00;222.00;226.00;0.22;-0.34;0.85:166.00;38.00;-26.00;0.01;-0.51;0.60:-191.00;75.00;-90.00;-0.04;0.09;0.25:
31759:-223.00;55.00;-189.00;0.74;1.05;0.02:118.00;-339.00;-96.00;0.12;-0.25;0.84:133.00;-447.00;-226.00;0.08;-0.36;0.71:19.00;-481.00;-293.00;0.22;-0.35;0.86:28.00;-494.00;-491.00;0.02;-0.52;0.61:-63.00;209.00;-317.00;-0.04;0.09;0.26:
31800:-658.00;24.00;-215.00;0.73;1.05;0.01:-134.00;-356.00;-92.00;0.13;-0.25;0.85:-157.00;-252.00;205.00;0.10;-0.37;0.76:-163.00;-161.00;82.00;0.23;-0.35;0.87:-59.00;-9.00;90.00;0.05;-0.52;0.63:92.00;122.00;-104.00;-0.05;0.09;0.26:
31840:-290.00;-28.00;-129.00;0.74;1.05;0.02:-150.00;417.00;193.00;0.13;-0.25;0.85:-252.00;459.00;513.00;0.10;-0.37;0.78:-233.00;396.00;250.00;0.24;-0.35;0.89:-158.00;227.00;260.00;0.06;-0.52;0.65:18.00;-92.00;36.00;-0.04;0.09;0.27:
31879:35.00;304.00;261.00;0.74;1.06;0.00:-239.00;278.00;-147.00;0.13;-0.25;0.84:-262.00;207.00;110.00;0.11;-0.38;0.79:-250.00;-174.00;-373.00;0.28;-0.38;0.94:-163.00;-96.00;-147.00;0.09;-0.53;0.67:63.00;-47.00;-76.00;-0.04;0.08;0.28:
31920:-331.00;162.00;-96.00;0.73;1.06;-0.02:-18.00;-297.00;-360.00;0.13;-0.25;0.83:-128.00;-152.00;-23.00;0.12;-0.38;0.79:95.00;-166.00;277.00;0.32;-0.40;1.00:77.00;-131.00;20.00;0.14;-0.54;0.71:-15.00;144.00;-269.00;-0.03;0.08;0.29:
31960:-448.00;-57.00;-227.00;0.74;1.07;-0.04:131.00;-252.00;-51.00;0.13;-0.24;0.83:64.00;-76.00;119.00;0.12;-0.37;0.79:234.00;-123.00;338.00;0.34;-0.40;1.06:245.00;-259.00;-3.00;0.19;-0.54;0.75:-127.00;161.00;-180.00;-0.03;0.08;0.29:
32000:-239.00;-143.00;-179.00;0.74;1.07;-0.05:319.00;-319.00;69.00;0.13;-0.24;0.83:332.00;-148.00;157.00;0.12;-0.37;0.79:499.00;-383.00;187.00;0.37;-0.42;1.13:688.00;-152.00;179.00;0.24;-0.56;0.81:-279.00;198.00;-303.00;-0.03;0.08;0.30:
32040:-393.00;-97.00;-254.00;0.74;1.07;-0.05:311.00;-708.00;-205.00;0.13;-0.24;0.84:425.00;-578.00;-90.00;0.13;-0.38;0.81:497.00;-1126.00;79.00;0.40;-0.43;1.22:1161.00;-490.00;-48.00;0.27;-0.59;0.86:-352.00;318.00;-371.00;-0.03;0.09;0.29:
32080:-417.00;-155.00;-253.00;0.74;1.07;-0.03:-24.00;343.00;329.00;0.14;-0.24;0.85:-330.00;931.00;722.00;0.14;-0.39;0.82:129.00;2239.00;1503.00;0.42;-0.44;1.27:-1034.00;1590.00;1273.00;0.27;-0.62;0.87:200.00;-195.00;166.00;-0.04;0.10;0.29:
32120:383.00;260.00;246.00;0.74;1.08;-0.03:-354.00;838.00;194.00;0.13;-0.24;0.83:-563.00;884.00;283.00;0.13;-0.39;0.80:-359.00;1218.00;359.00;0.39;-0.41;1.22:-564.00;-170.00;-388.00;0.24;-0.62;0.83:5.00;-37.00;-120.00;-0.03;0.09;0.30:
32160:-497.00;75.00;-230.00;0.74;1.07;-0.05:172.00;-654.00;-499.00;0.13;-0.23;0.82:233.00;-512.00;-398.00;0.12;-0.38;0.78:348.00;-414.00;-387.00;0.39;-0.41;1.20:294.00;-404.00;-426.00;0.23;-0.62;0.82:-139.00;230.00;-338.00;-0.03;0.09;0.30:
32200:-323.00;-142.00;-278.00;0.74;1.08;-0.04:103.00;92.00;146.00;0.13;-0.23;0.82:-41.00;364.00;307.00;0.12;-0.38;0.78:80.00;732.00;148.00;0.38;-0.41;1.18:-142.00;361.00;151.00;0.22;-0.61;0.81:-78.00;48.00;-32.00;-0.03;0.09;0.30:
32240:-52.00;36.00;-25.00;0.74;1.08;-0.04:64.00;29.00;-30.00;0.13;-0.23;0.81:33.00;77.00;-28.00;0.12;-0.37;0.77:76.00;-104.00;-459.00;0.37;-0.41;1.15:36.00;-220.00;-353.00;0.21;-0.62;0.80:-112.00;132.00;-207.00;-0.03;0.09;0.30:
32280:-409.00;10.00;-173.00;0.74;1.08;-0.04:54.00;-431.00;-350.00;0.13;-0.23;0.81:51.00;-293.00;-209.00;0.12;-0.37;0.77:151.00;-328.00;-311.00;0.38;-0.41;1.16:179.00;-107.00;-159.00;0.22;-0.61;0.81:-87.00;189.00;-224.00;-0.03;0.09;0.30:
32320:-262.00;-45.00;-140.00;0.74;1.08;-0.04:6.00;-55.00;21.00;0.13;-0.23;0.82:-13.00;137.00;172.00;0.12;-0.38;0.78:36.00;233.00;107.00;0.38;-0.41;1.17:-43.00;374.00;252.00;0.21;-0.61;0.81:15.00;7.00;-49.00;-0.03;0.09;0.30:
32360:-18.00;-33.00;-134.00;0.74;1.08;-0.04:-85.00;510.00;225.00;0.13;-0.23;0.82:-351.00;740.00;412.00;0.12;-0.38;0.78:-237.00;1060.00;335.00;0.36;-0.39;1.15:-359.00;235.00;1.00;0.19;-0.61;0.79:-16.00;-52.00;-64.00;-0.03;0.08;0.30:
32400:-325.00;178.00;-2.00;0.73;1.08;-0.04:-7.00;-327.00;-207.00;0.13;-0.23;0.82:0.00;-249.00;-149.00;0.11;-0.37;0.77:25.00;-318.00;-306.00;0.35;-0.39;1.12:139.00;-422.00;-405.00;0.19;-0.60;0.78:-84.00;222.00;-301.00;-0.03;0.08;0.30:
32440:-364.00;-88.00;-201.00;0.74;1.08;-0.04:42.00;163.00;149.00;0.13;-0.23;0.82:-143.00;477.00;347.00;0.11;-0.37;0.76:-4.00;1142.00;442.00;0.35;-0.38;1.11:-290.00;815.00;472.00;0.19;-0.60;0.78:74.00;-39.00;83.00;-0.03;0.08;0.30:
32480:98.00;109.00;23.00;0.73;1.08;-0.04:-56.00;196.00;5.00;0.13;-0.23;0.81:-95.00;195.00;0.00;0.10;-0.36;0.75:-72.00;-101.00;-367.00;0.34;-0.38;1.07:240.00;-269.00;-397.00;0.18;-0.60;0.76:-150.00;148.00;-296.00;-0.03;0.08;0.30:
32520:-577.00;-64.00;-311.00;0.73;1.08;-0.05:187.00;-198.00;36.00;0.13;-0.23;0.80:137.00;29.00;150.00;0.10;-0.36;0.74:164.00;302.00;250.00;0.33;-0.38;1.05:42.00;319.00;159.00;0.16;-0.59;0.75:-17.00;40.00;-90.00;-0.03;0.08;0.30:
32560:138.00;-11.00;-5.00;0.74;1.08;-0.05:77.00;810.00;474.00;0.12;-0.23;0.77:-140.00;950.00;614.00;0.09;-0.36;0.72:-92.00;1318.00;487.00;0.30;-0.36;0.99:-258.00;523.00;165.00;0.12;-0.58;0.71:-98.00;-43.00;-134.00;-0.03;0.07;0.30:
32600:-391.00;73.00;-172.00;0.73;1.08;-0.05:-10.00;294.00;164.00;0.11;-0.24;0.72:25.00;-61.00;-95.00;0.07;-0.36;0.67:-66.00;-20.00;-437.00;0.27;-0.35;0.90:100.00;-350.00;-613.00;0.08;-0.56;0.66:-90.00;349.00;-420.00;-0.03;0.07;0.30:
32640:-677.00;-128.00;-239.00;0.74;1.08;-0.04:76.00;-107.00;-513.00;0.10;-0.24;0.64:63.00;-383.00;-487.00;0.05;-0.36;0.62:-151.00;-367.00;-803.00;0.24;-0.33;0.83:-143.00;-601.00;-762.00;0.07;-0.55;0.64:-153.00;330.00;-240.00;-0.03;0.08;0.29:
32680:-206.00;-42.00;-111.00;0.75;1.08;-0.01:43.00;-561.00;-1244.00;0.10;-0.25;0.61:-38.00;-146.00;-422.00;0.05;-0.37;0.61:-160.00;-233.00;-781.00;0.23;-0.34;0.81:212.00;27.00;-160.00;0.08;-0.54;0.66:-89.00;170.00;-97.00;-0.03;0.09;0.28:
32720:-198.00;-39.00;-149.00;0.76;1.08;0.01:61.00;-360.00;-641.00;0.10;-0.25;0.61:-36.00;32.00;-104.00;0.05;-0.37;0.61:-110.00;66.00;-259.00;0.23;-0.34;0.81:-10.00;-188.00;-337.00;0.09;-0.54;0.67:-45.00;91.00;-126.00;-0.03;0.09;0.27:
32760:-166.00;3.00;-108.00;0.77;1.08;0.03:-153.00;223.00;4.00;0.10;-0.25;0.62:-281.00;375.00;219.00;0.05;-0.37;0.62:-364.00;306.00;58.00;0.23;-0.35;0.82:-477.00;-521.00;-458.00;0.15;-0.55;0.74:-1.00;0.00;5.00;-0.04;0.10;0.27:
32800:-97.00;61.00;-34.00;0.77;1.07;0.04:-66.00;79.00;-67.00;0.10;-0.25;0.63:-105.00;186.00;112.00;0.06;-0.38;0.62:-100.00;79.00;-35.00;0.25;-0.36;0.83:452.00;-850.00;-699.00;0.25;-0.56;0.85:-142.00;140.00;-143.00;-0.04;0.10;0.27:
32840:-409.00;-42.00;-191.00;0.78;1.07;0.04:315.00;-369.00;-105.00;0.10;-0.25;0.63:395.00;-257.00;30.00;0.06;-0.38;0.63:202.00;-145.00;35.00;0.26;-0.37;0.85:428.00;1246.00;1372.00;0.31;-0.58;0.94:-40.00;154.00;-26.00;-0.04;0.12;0.26:
32880:174.00;-61.00;-58.00;0.78;1.08;0.05:-218.00;801.00;542.00;0.10;-0.25;0.63:-425.00;932.00;683.00;0.06;-0.38;0.63:-409.00;1066.00;737.00;0.26;-0.37;0.85:-292.00;552.00;457.00;0.32;-0.59;0.94:119.00;-151.00;56.00;-0.04;0.11;0.26:
32920:-158.00;176.00;-103.00;0.78;1.07;0.04:-133.00;291.00;-110.00;0.10;-0.25;0.63:-272.00;424.00;82.00;0.06;-0.38;0.62:-257.00;640.00;213.00;0.25;-0.36;0.83:-149.00;2088.00;1507.00;0.29;-0.57;0.92:175.00;-26.00;-134.00;-0.04;0.11;0.27:
32960:-355.00;80.00;-162.00;0.77;1.08;0.02:-51.00;-44.00;-45.00;0.10;-0.24;0.62:-106.00;27.00;74.00;0.05;-0.37;0.61:-167.00;-59.00;-209.00;0.23;-0.34;0.80:-338.00;-497.00;-909.00;0.23;-0.56;0.84:-164.00;203.00;-260.00;-0.03;0.09;0.28:
33000:-465.00;-63.00;-220.00;0.77;1.08;0.02:160.00;-528.00;-286.00;0.10;-0.24;0.62:200.00;-435.00;-170.00;0.05;-0.37;0.61:96.00;-571.00;-451.00;0.23;-0.35;0.79:301.00;-609.00;-794.00;0.22;-0.55;0.82:-200.00;264.00;-284.00;-0.03;0.09;0.28:
33040:-313.00;-112.00;-198.00;0.78;1.08;0.03:132.00;-228.00;-100.00;0.10;-0.25;0.62:73.00;-11.00;115.00;0.06;-0.37;0.61:51.00;88.00;97.00;0.24;-0.35;0.80:77.00;330.00;90.00;0.22;-0.54;0.82:-60.00;98.00;-101.00;-0.03;0.10;0.27:
33080:-111.00;15.00;-102.00;0.78;1.08;0.03:-32.00;62.00;-7.00;0.10;-0.24;0.63:-98.00;170.00;156.00;0.06;-0.37;0.62:-121.00;101.00;73.00;0.24;-0.35;0.82:4.00;-144.00;-349.00;0.21;-0.54;0.80:-76.00;50.00;-115.00;-0.03;0.10;0.27:
33120:-222.00;49.00;-108.00;0.77;1.08;0.03:-15.00;43.00;13.00;0.10;-0.24;0.63:-111.00;167.00;195.00;0.06;-0.37;0.63:-130.00;188.00;221.00;0.25;-0.36;0.83:-102.00;-61.00;-143.00;0.21;-0.54;0.80:-39.00;101.00;-137.00;-0.03;0.10;0.27:
33160:-231.00;1.00;-101.00;0.78;1.08;0.03:32.00;-85.00;-72.00;0.10;-0.24;0.64:0.00;52.00;78.00;0.07;-0.38;0.63:-33.00;91.00;30.00;0.25;-0.36;0.84:71.00;264.00;56.00;0.21;-0.54;0.80:-32.00;63.00;-94.00;-0.03;0.10;0.27:
33200:-127.00;-55.00;-144.00;0.77;1.08;0.03:86.00;110.00;75.00;0.10;-0.24;0.64:-18.00;263.00;275.00;0.06;-0.37;0.64:-49.00;216.00;125.00;0.26;-0.36;0.86:-2.00;64.00;-78.00;0.20;-0.53;0.80:-68.00;34.00;-89.00;-0.03;0.09;0.27:
33250:-245.00;48.00;-134.00;0.77;1.08;0.02:-62.00;36.00;11.00;0.10;-0.24;0.65:4867.00;5321.00;-20205.00;3.12;-0.15;1.23:-122.00;22.00;-3.00;0.26;-0.36;0.88:350.00;608.00;307.00;0.20;-0.53;0.79:55.00;82.00;-63.00;-0.04;0.09;0.28:
33300:-261.00;-21.00;-181.00;0.76;1.08;0.01:207.00;-169.00;-26.00;0.10;-0.23;0.65:-13966.00;17548.00;-585.00;0.95;-0.07;0.64:5.00;-514.00;8.00;0.28;-0.36;0.94:221.00;-2584.00;-1978.00;0.22;-0.55;0.82:-357.00;217.00;-304.00;-0.04;0.09;0.28:
33340:-429.00;73.00;-51.00;0.76;1.08;0.02:-144.00;-301.00;-113.00;0.10;-0.23;0.66:-138.00;-233.00;98.00;0.07;-0.38;0.66:-78.00;-86.00;677.00;0.31;-0.38;0.97:-159.00;-759.00;-206.00;0.31;-0.60;0.93:-31.00;252.00;-249.00;-0.04;0.11;0.28:
33391:-383.00;-81.00;-257.00;0.77;1.08;0.04:-235.00;-20.00;-192.00;0.10;-0.23;0.66:-416.00;554.00;411.00;0.07;-0.37;0.66:-260.00;750.00;520.00;0.30;-0.38;0.96:29.00;839.00;552.00;0.33;-0.62;0.95:71.00;-58.00;-6.00;-0.04;0.11;0.27:
33431:-66.00;-31.00;-157.00;0.78;1.08;0.04:74.00;471.00;318.00;0.10;-0.22;0.67:-50.00;543.00;309.00;0.07;-0.36;0.66:-58.00;822.00;361.00;0.29;-0.37;0.93:-84.00;472.00;239.00;0.33;-0.63;0.96:25.00;-109.00;-30.00;-0.04;0.11;0.27:
33481:10.00;92.00;-43.00;0.78;1.09;0.02:-9.00;440.00;155.00;0.10;-0.22;0.66:-211.00;485.00;245.00;0.06;-0.35;0.64:-183.00;899.00;35.00;0.26;-0.35;0.85:-165.00;1783.00;666.00;0.25;-0.62;0.89:31.00;13.00;-10.00;-0.03;0.09;0.28:
33531:-119.00;60.00;-133.00;0.77;1.09;-0.00:107.00;-91.00;-117.00;0.10;-0.22;0.65:31067.00;-3668.00;-7829.00;-0.63;2.05;1.80:15.00;-704.00;-768.00;0.25;-0.34;0.82:-574.00;-784.00;-894.00;0.23;-0.62;0.83:-107.00;348.00;-496.00;-0.03;0.09;0.29:
33591:-590.00;-125.00;-250.00;0.76;1.09;-0.00:-18.00;-340.00;-114.00;0.10;-0.22;0.65:-106.00;-60.00;153.00;0.06;-0.35;0.63:-175.00;0.00;132.00;0.24;-0.34;0.83:-26.00;-277.00;-391.00;0.22;-0.57;0.81:-86.00;148.00;-148.00;-0.03;0.08;0.28:
33641:-180.00;6.00;-99.00;0.77;1.09;0.01:-43.00;-73.00;-91.00;0.10;-0.22;0.65:-14.00;-63.00;-5.00;0.07;-0.35;0.63:2.00;34.00;99.00;0.25;-0.34;0.82:497.00;414.00;142.00;0.21;-0.55;0.80:-53.00;175.00;-249.00;-0.03;0.09;0.28:
33691:-367.00;-106.00;-235.00;0.78;1.09;0.03:218.00;-330.00;-223.00;0.10;-0.22;0.66:153.00;-114.00;-48.00;0.06;-0.34;0.63:-31.00;-194.00;-248.00;0.23;-0.33;0.82:173.00;-169.00;-291.00;0.19;-0.53;0.78:-154.00;122.00;-131.00;-0.03;0.09;0.27:
33741:-85.00;-79.00;-134.00;0.79;1.09;0.06:-19.00;205.00;184.00;0.11;-0.22;0.67:-254.00;332.00;215.00;0.07;-0.34;0.65:-334.00;612.00;351.00;0.23;-0.32;0.82:-271.00;426.00;63.00;0.17;-0.52;0.75:30.00;-6.00;4.00;-0.03;0.09;0.27:
33791:-203.00;2.00;-138.00;0.79;1.09;0.06:68.00;-214.00;-283.00;0.11;-0.22;0.68:297.00;-254.00;-165.00;0.08;-0.34;0.66:196.00;51.00;-37.00;0.21;-0.31;0.81:485.00;-95.00;-497.00;0.13;-0.51;0.72:-200.00;281.00;-344.00;-0.03;0.08;0.26:
33841:-364.00;-155.00;-274.00;0.79;1.09;0.08:323.00;-1122.00;-779.00;0.11;-0.21;0.71:277.00;-1542.00;-1428.00;0.09;-0.35;0.71:-148.00;-466.00;-180.00;0.19;-0.30;0.81:82.00;-149.00;-8.00;0.11;-0.50;0.72:-161.00;414.00;-183.00;-0.04;0.08;0.25:
33891:-327.00;-25.00;-112.00;0.79;1.08;0.11:-110.00;-331.00;-218.00;0.13;-0.22;0.81:-1109.00;1801.00;2427.00;0.15;-0.37;0.88:-307.00;379.00;397.00;0.19;-0.30;0.84:-392.00;350.00;83.00;0.08;-0.50;0.70:201.00;-358.00;311.00;-0.04;0.08;0.24:
33941:451.00;188.00;190.00;0.80;1.08;0.13:-122.00;1257.00;978.00;0.12;-0.22;0.83:-319.00;1056.00;734.00;0.15;-0.37;0.88:-374.00;640.00;283.00;0.19;-0.30;0.84:-489.00;77.00;-350.00;0.07;-0.50;0.68:74.00;-354.00;145.00;-0.04;0.08;0.24:
33981:-8.00;236.00;-84.00;0.79;1.08;0.12:-392.00;1719.00;935.00;0.12;-0.22;0.79:-726.00;1779.00;1119.00;0.15;-0.38;0.86:-568.00;1296.00;728.00;0.20;-0.32;0.81:-519.00;410.00;120.00;0.07;-0.50;0.66:103.00;-197.00;115.00;-0.04;0.08;0.26:
34031:-216.00;171.00;-81.00;0.78;1.08;0.07:-81.00;190.00;-478.00;0.11;-0.22;0.72:126.00;-244.00;-555.00;0.13;-0.38;0.80:111.00;-371.00;-475.00;0.21;-0.34;0.77:461.00;-226.00;-342.00;0.08;-0.51;0.65:-168.00;360.00;-471.00;-0.03;0.07;0.27:
34081:-18335.00;18722.00;31991.00;2.19;-0.10;-0.31:449.00;-665.00;-516.00;0.11;-0.21;0.67:492.00;-768.00;-435.00;0.13;-0.38;0.78:337.00;-589.00;-264.00;0.21;-0.34;0.77:379.00;-156.00;-54.00;0.09;-0.50;0.65:-148.00;233.00;-277.00;-0.03;0.07;0.27:
34131:-149.00;-135.00;-172.00;0.78;1.09;0.05:154.00;122.00;-129.00;0.10;-0.22;0.65:-77.00;217.00;3.00;0.12;-0.39;0.77:-143.00;121.00;24.00;0.21;-0.35;0.76:111.00;-106.00;-173.00;0.08;-0.51;0.65:-130.00;138.00;-234.00;-0.04;0.07;0.27:
34171:-403.00;122.00;-112.00;0.77;1.08;0.05:21.00;-543.00;-697.00;0.10;-0.22;0.64:79.00;-218.00;-174.00;0.12;-0.39;0.77:-5.00;-206.00;-176.00;0.21;-0.35;0.77:38.00;-132.00;-171.00;0.09;-0.51;0.66:-39.00;122.00;-137.00;-0.04;0.08;0.27:
34221:5.00;14.00;-21.00;0.77;1.08;0.07:-92.00;368.00;185.00;0.10;-0.22;0.64:-236.00;576.00;333.00;0.12;-0.39;0.77:-249.00;510.00;324.00;0.21;-0.35;0.77:-113.00;332.00;238.00;0.09;-0.51;0.67:-46.00;-26.00;-11.00;-0.04;0.08;0.27:
34261:-148.00;181.00;29.00;0.77;1.08;0.06:-129.00;103.00;-145.00;0.10;-0.22;0.63:-222.00;97.00;5.00;0.11;-0.39;0.76:-259.00;-70.00;-68.00;0.21;-0.35;0.77:-238.00;-658.00;-633.00;0.11;-0.51;0.69:5.00;162.00;-178.00;-0.04;0.08;0.27:
34301:-433.00;23.00;-168.00;0.77;1.08;0.05:-119.00;-210.00;-244.00;0.10;-0.22;0.63:-94.00;-182.00;-111.00;0.11;-0.39;0.75:-90.00;-342.00;-202.00;0.22;-0.36;0.77:236.00;-817.00;-527.00;0.17;-0.52;0.76:-120.00;231.00;-264.00;-0.04;0.08;0.27:
34351:-473.00;-6.00;-154.00;0.77;1.08;0.06:35.00;-279.00;-86.00;0.10;-0.22;0.63:116.00;-201.00;78.00;0.12;-0.39;0.75:204.00;-921.00;-502.00;0.24;-0.37;0.80:775.00;-1379.00;-857.00;0.28;-0.56;0.90:-407.00;355.00;-347.00;-0.04;0.10;0.26:
34391:-412.00;-157.00;-244.00;0.79;1.08;0.08:325.00;-384.00;-149.00;0.10;-0.22;0.63:-157.00;493.00;306.00;0.12;-0.40;0.75:-238.00;1784.00;1612.00;0.26;-0.38;0.84:-487.00;829.00;664.00;0.30;-0.59;0.93:171.00;-257.00;269.00;-0.04;0.11;0.26:
34441:520.00;317.00;320.00;0.79;1.08;0.08:-240.00;1027.00;256.00;0.10;-0.22;0.62:-419.00;891.00;75.00;0.11;-0.39;0.73:-398.00;1089.00;352.00;0.24;-0.37;0.81:-862.00;1402.00;854.00;0.29;-0.57;0.91:217.00;-230.00;4.00;-0.04;0.10;0.27:
34481:-238.00;156.00;-213.00;0.78;1.08;0.05:-130.00;292.00;-126.00;0.10;-0.22;0.61:-195.00;299.00;-7.00;0.10;-0.38;0.70:-183.00;250.00;-69.00;0.23;-0.36;0.78:-83.00;405.00;50.00;0.26;-0.55;0.86:-36.00;166.00;-218.00;-0.03;0.08;0.28:
34531:-550.00;-126.00;-293.00;0.77;1.09;0.02:181.00;-526.00;-292.00;0.09;-0.21;0.59:332.00;-702.00;-368.00;0.09;-0.37;0.68:272.00;-830.00;-544.00;0.22;-0.35;0.76:525.00;-889.00;-758.00;0.23;-0.53;0.83:-282.00;395.00;-491.00;-0.03;0.08;0.28:
34571:-652.00;-151.00;-296.00;0.77;1.09;0.02:264.00;-750.00;-412.00;0.09;-0.21;0.59:222.00;-432.00;-143.00;0.09;-0.37;0.69:96.00;-330.00;-132.00;0.22;-0.35;0.77:245.00;-287.00;-344.00;0.22;-0.53;0.82:-165.00;191.00;-187.00;-0.03;0.08;0.28:
34621:-132.00;23.00;-59.00;0.77;1.09;0.04:0.00;62.00;-27.00;0.09;-0.22;0.60:-96.00;155.00;72.00;0.09;-0.37;0.70:-159.00;194.00;88.00;0.22;-0.35;0.78:-11.00;86.00;-119.00;0.21;-0.52;0.81:-48.00;95.00;-121.00;-0.04;0.09;0.27:
34661:-263.00;-2.00;-130.00;0.77;1.09;0.05:30.00;-235.00;-251.00;0.09;-0.22;0.61:82.00;-222.00;-74.00;0.10;-0.37;0.72:49.00;-70.00;17.00;0.22;-0.34;0.79:274.00;31.00;-80.00;0.20;-0.52;0.80:-128.00;296.00;-348.00;-0.04;0.09;0.27:
34711:-777.00;-166.00;-300.00;0.78;1.09;0.07:126.00;-781.00;-110.00;0.09;-0.21;0.64:200.00;-573.00;299.00;0.09;-0.36;0.73:25.00;-92.00;641.00;0.19;-0.32;0.79:260.00;-58.00;18.00;0.15;-0.49;0.77:-159.00;445.00;-391.00;-0.04;0.09;0.24:
34761:-195.00;-184.00;-74.00;0.81;1.09;0.14:23.00;376.00;546.00;0.08;-0.20;0.64:-422.00;453.00;232.00;0.07;-0.36;0.70:-616.00;600.00;304.00;0.13;-0.29;0.74:-303.00;325.00;-43.00;0.08;-0.48;0.71:-111.00;82.00;50.00;-0.05;0.09;0.22:
34811:266.00;289.00;284.00;0.83;1.07;0.18:-618.00;85.00;-626.00;0.09;-0.21;0.63:-291.00;-325.00;-1531.00;0.07;-0.36;0.66:-478.00;-364.00;-1215.00;0.12;-0.29;0.70:59.00;459.00;-372.00;0.04;-0.47;0.65:33.00;286.00;-40.00;-0.05;0.10;0.21:
34861:-384.00;-202.00;-442.00;0.82;1.07;0.19:916.00;-1423.00;-1742.00;0.10;-0.20;0.69:-484.00;1859.00;1164.00;0.12;-0.37;0.76:-141.00;672.00;577.00;0.13;-0.29;0.76:-494.00;334.00;114.00;0.00;-0.47;0.63:97.00;-436.00;476.00;-0.06;0.10;0.20:
34922:562.00;339.00;295.00;0.82;1.07;0.19:-252.00;1356.00;995.00;0.10;-0.20;0.71:-324.00;1536.00;1257.00;0.11;-0.37;0.77:-657.00;820.00;345.00;0.14;-0.30;0.74:-755.00;279.00;-133.00;0.01;-0.48;0.62:293.00;-515.00;200.00;-0.05;0.10;0.21:
34982:258.00;387.00;206.00;0.80;1.08;0.14:-404.00;1033.00;-78.00;0.09;-0.20;0.64:-379.00;600.00;-277.00;0.10;-0.37;0.72:-132.00;84.00;-243.00;0.18;-0.34;0.73:215.00;-226.00;-386.00;0.06;-0.50;0.63:-136.00;73.00;-304.00;-0.04;0.09;0.25:
35042:-768.00;-18.00;-386.00;0.78;1.08;0.05:280.00;-598.00;-572.00;0.09;-0.20;0.57:565.00;-1284.00;-1021.00;0.09;-0.37;0.68:500.00;-1106.00;-413.00;0.21;-0.36;0.75:629.00;-794.00;-330.00;0.12;-0.51;0.69:-359.00;592.00;-563.00;-0.04;0.09;0.26:
35102:-682.00;-310.00;-435.00;0.78;1.08;0.05:409.00;-1002.00;-911.00;0.08;-0.20;0.55:279.00;98.00;457.00;0.10;-0.38;0.73:129.00;441.00;572.00;0.22;-0.36;0.79:-6.00;132.00;214.00;0.13;-0.51;0.73:-127.00;55.00;0.00;-0.04;0.09;0.26:
35162:88.00;277.00;192.00;0.78;1.08;0.07:-329.00;226.00;5.00;0.08;-0.21;0.57:-400.00;18.00;157.00;0.11;-0.39;0.76:-439.00;94.00;340.00;0.24;-0.37;0.83:-181.00;103.00;334.00;0.16;-0.51;0.75:106.00;170.00;-221.00;-0.04;0.10;0.26:
